decade,genres,count
1980s,disco polo,4
1980s,dortmund indie,4
1980s,ecuadorian pop,4
1980s,exotica,4
1980s,finnish classical,4
1980s,folclore castilla y leon,4
1980s,freakbeat,4
1980s,free improvisation,4
1980s,french folk pop,4
1980s,french post-punk,4
1980s,futurepop,4
1980s,gaita,4
1980s,galician folk,4
1980s,garage pop,4
1980s,garage punk,4
1980s,greek rock,4
1980s,greek swing,4
1980s,hardcore techno,4
1980s,haur kantak,4
1980s,icelandic choir,4
1980s,irish banjo,4
1980s,irish singer-songwriter,4
1980s,israeli classical,4
1980s,jazz flute,4
1980s,jump blues,4
1980s,karneval,4
1980s,kaseko,4
1980s,kizomba,4
1980s,madrigal,4
1980s,morna,4
1980s,murga,4
1980s,musica canaria,4
1980s,neo mellow,4
1980s,nl folk,4
1980s,nordic orchestra,4
1980s,odia bhajan,4
1980s,oriental classical,4
1980s,piada,4
1980s,piedmont blues,4
1980s,rai,4
1980s,rock cristiano,4
1980s,scottish singer-songwriter,4
1980s,serbian folk,4
1980s,sevillanas,4
1980s,shakuhachi,4
1980s,spanish folk rock,4
1980s,speed garage,4
1980s,straight-ahead jazz,4
1980s,surf punk,4
1980s,tejano,4
1980s,trekkspill,4
1980s,twee pop,4
1980s,vintage jazz,4
1980s,vintage spanish pop,4
1980s,vocal ensemble,4
1980s,wyoming roots,4
1980s,yemeni pop,4
1980s,zouglou,4
1980s,ambient industrial,3
1980s,american choir,3
1980s,american classical piano,3
1980s,amharic pop,3
1980s,bal-musette,3
1980s,balkan brass,3
1980s,benga,3
1980s,bleep techno,3
1980s,bodo pop,3
1980s,boogie-woogie,3
1980s,brazilian ccm,3
1980s,cajun,3
1980s,canadian experimental,3
1980s,cancion infantil mexicana,3
1980s,carnaval cadiz,3
1980s,caucasian classical,3
1980s,chill guitar,3
1980s,classic moroccan pop,3
1980s,classic sinhala pop,3
1980s,classical piano trio,3
1980s,contrabass,3
1980s,cornetas y tambores,3
1980s,czech pop,3
1980s,dangdut koplo,3
1980s,dangdut remix,3
1980s,darbuka,3
1980s,deathgrass,3
1980s,deep brazilian pop,3
1980s,deep contemporary country,3
1980s,drift,3
1980s,dutch blues,3
1980s,early french punk,3
1980s,electric bass,3
1980s,ethiopian pop,3
1980s,euskal musica,3
1980s,folclore portugues,3
1980s,french folk,3
1980s,gaita zuliana,3
1980s,german classical piano,3
1980s,gothenburg indie,3
1980s,greek metal,3
1980s,gundam,3
1980s,historic orchestral performance,3
1980s,horror synth,3
1980s,humppa,3
1980s,icelandic traditional,3
1980s,ilocano pop,3
1980s,indian jazz,3
1980s,intelligent dance music,3
1980s,israeli mediterranean,3
1980s,italian bass,3
1980s,italian folk,3
1980s,italian jazz,3
1980s,italian soprano,3
1980s,italo house,3
1980s,japanese blues,3
1980s,jazz brass,3
1980s,jazz quartet,3
1980s,jazz violin,3
1980s,k-rock,3
1980s,kapa haka,3
1980s,kelowna bc indie,3
1980s,kirtan,3
1980s,koligeet,3
1980s,landler,3
1980s,library music,3
1980s,light music,3
1980s,marathi pop,3
1980s,mexican classical,3
1980s,mexican son,3
1980s,musica catalana,3
1980s,música pitiusa,3
1980s,neapolitan funk,3
1980s,neo-psychedelic,3
1980s,neo-rockabilly,3
1980s,new jersey rap,3
1980s,nu disco,3
1980s,nu jazz,3
1980s,nubian traditional,3
1980s,nursery,3
1980s,persian pop,3
1980s,pontian folk,3
1980s,post-teen pop,3
1980s,punk catala,3
1980s,rock progressif francais,3
1980s,scottish fiddle,3
1980s,singaporean indie,3
1980s,sinhala pop,3
1980s,slack-key guitar,3
1980s,south african choral,3
1980s,south african punk,3
1980s,spytrack,3
1980s,symphonic metal,3
1980s,technical thrash,3
1980s,tin pan alley,3
1980s,turkish modern jazz,3
1980s,via,3
1980s,west african jazz,3
1980s,xhosa,3
1980s,acid rock,2
1980s,acoustic pop,2
1980s,african-american classical,2
1980s,ambient house,2
1980s,american early music,2
1980s,anthem worship,2
1980s,baroque cello,2
1980s,baroque woodwind,2
1980s,belarusian pop,2
1980s,bernu dziesmas,2
1980s,big room,2
1980s,black comedy,2
1980s,boom bap,2
1980s,british classical piano,2
1980s,british indie rock,2
1980s,cabaret,2
1980s,canadian folk,2
1980s,cape breton folk,2
1980s,cape verdean folk,2
1980s,carnaval limburg,2
1980s,chinese worship,2
1980s,classical saxophone,2
1980s,classical trumpet,2
1980s,clean comedy,2
1980s,cocuk masallari,2
1980s,combos nacionales,2
1980s,contemporary folk,2
1980s,deep norteno,2
1980s,deep regional mexican,2
1980s,deep soul house,2
1980s,detroit techno,2
1980s,discofox,2
1980s,downtempo,2
1980s,dutch house,2
1980s,eastern bloc groove,2
1980s,ectofolk,2
1980s,edm,2
1980s,electro house,2
1980s,euro hi-nrg,2
1980s,folklore venezolano,2
1980s,french baroque,2
1980s,greek folk,2
1980s,indian violin,2
1980s,indie extremena,2
1980s,indie rock italiano,2
1980s,italian post punk,2
1980s,italian violin,2
1980s,jain bhajan,2
1980s,japanese contemporary classical,2
1980s,jazz chileno,2
1980s,jazz pop,2
1980s,jazz vibraphone,2
1980s,jordanian pop,2
1980s,joropo,2
1980s,juju,2
1980s,kabyle,2
1980s,khaleeji iraqi,2
1980s,kollywood,2
1980s,libyan pop,2
1980s,louisville underground,2
1980s,macedonian indie,2
1980s,malayalam pop,2
1980s,marrabenta,2
1980s,math rock,2
1980s,medway sound,2
1980s,memphis blues,2
1980s,mluvene slovo,2
1980s,montenegrin pop,2
1980s,musica gaucha tradicionalista,2
1980s,neo-pagan,2
1980s,neue volksmusik,2
1980s,new jersey indie,2
1980s,new wave of thrash metal,2
1980s,noise punk,2
1980s,norwegian space disco,2
1980s,outsider house,2
1980s,persian rock,2
1980s,persian traditional,2
1980s,polca paraguaya,2
1980s,pop dance,2
1980s,pop reggaeton,2
1980s,progressive electro house,2
1980s,progressive house,2
1980s,progressive jazz fusion,2
1980s,psychedelic soul,2
1980s,rave,2
1980s,renaissance,2
1980s,rochester ny indie,2
1980s,roda de samba,2
1980s,russian contemporary classical,2
1980s,samba reggae,2
1980s,seattle metal,2
1980s,sesame street,2
1980s,sheffield indie,2
1980s,skiffle,2
1980s,slovenian indie,2
1980s,slovenian rock,2
1980s,soulful house,2
1980s,spanish classical piano,2
1980s,starogradska,2
1980s,steelpan,2
1980s,streichquartett,2
1980s,sudanese pop,2
1980s,sungura,2
1980s,super sentai,2
1980s,swedish choir,2
1980s,swedish fiddle,2
1980s,swedish synthpop,2
1980s,swing italiano,2
1980s,swiss jazz,2
1980s,traditional southern folk,2
1980s,trio huasteco,2
1980s,tropical house,2
1980s,uk rockabilly,2
1980s,violao classico,2
1980s,acousmatic,1
1980s,afro house,1
1980s,algerian folk,1
1980s,alternative dance,1
1980s,alternative roots rock,1
1980s,anglican liturgy,1
1980s,antideutsche,1
1980s,atmospheric dnb,1
1980s,austin singer-songwriter,1
1980s,australian jazz,1
1980s,autoharp,1
1980s,balearic,1
1980s,beach music,1
1980s,bengali folk,1
1980s,birdsong,1
1980s,bornehistorier,1
1980s,bossa nova jazz,1
1980s,boy soprano,1
1980s,brass band,1
1980s,british dance band,1
1980s,british singer-songwriter,1
1980s,brutal death metal,1
1980s,bulgarian folk,1
1980s,canadian classical piano,1
1980s,canadian indigenous,1
1980s,canadian psychedelic,1
1980s,canadian soundtrack,1
1980s,cancoes infantis,1
1980s,canti alpini,1
1980s,cartoon,1
1980s,chaabi algerien,1
1980s,chalga,1
1980s,chicago rap,1
1980s,chicago soul,1
1980s,chicano rap,1
1980s,chinese classical performance,1
1980s,chinese classical piano,1
1980s,chinese new year,1
1980s,cimbalom,1
1980s,classic eurovision,1
1980s,classic progressive house,1
1980s,cocuk sarkilari,1
1980s,coventry indie,1
1980s,czsk hip hop,1
1980s,danish post-punk,1
1980s,danish punk,1
1980s,danish singer-songwriter,1
1980s,deep latin christian,1
1980s,deep punk rock,1
1980s,deep soundtrack,1
1980s,detroit house,1
1980s,disco house,1
1980s,drum and bass,1
1980s,dutch death metal,1
1980s,dutch metal,1
1980s,dutch punk,1
1980s,early reggae,1
1980s,electronica chilena,1
1980s,english renaissance,1
1980s,erhu,1
1980s,experimental dub,1
1980s,experimental guitar,1
1980s,field recording,1
1980s,filter house,1
1980s,flemish folk,1
1980s,float house,1
1980s,folclor afrocolombiano,1
1980s,folclore jujeno,1
1980s,folklore veracruzano,1
1980s,french movie tunes,1
1980s,funk das antigas,1
1980s,gabonese pop,1
1980s,garhwali pop,1
1980s,german oi,1
1980s,german renaissance,1
1980s,german rockabilly,1
1980s,go-go,1
1980s,gotlandsk musik,1
1980s,granada indie,1
1980s,guatemalan metal,1
1980s,gujarati garba,1
1980s,haitian dance,1
1980s,hamburger schule,1
1980s,historic classical performance,1
1980s,historic piano performance,1
1980s,hong kong tv drama,1
1980s,huayno popular,1
1980s,hurdy-gurdy,1
1980s,icelandic indie,1
1980s,igbo traditional,1
1980s,indian edm,1
1980s,indonesian metal,1
1980s,indonesian worship,1
1980s,irish rebel song,1
1980s,italian blues,1
1980s,italian pop,1
1980s,japanese experimental,1
1980s,japanese prog,1
1980s,japanese psychedelic,1
1980s,japanese vgm,1
1980s,jazz organ,1
1980s,jazz venezolano,1
1980s,kodomo no ongaku,1
1980s,korean singer-songwriter,1
1980s,latin hip hop,1
1980s,latin soundtrack,1
1980s,latvian hip hop,1
1980s,lds,1
1980s,louvor icm,1
1980s,lowercase,1
1980s,magyar kabare,1
1980s,malayalam worship,1
1980s,medieval,1
1980s,memphis americana,1
1980s,minimal techno,1
1980s,modern big band,1
1980s,modern enka,1
1980s,modern funk,1
1980s,modern string quartet,1
1980s,moroccan pop,1
1980s,musica antigua,1
1980s,musica blumenauense,1
1980s,musica etnica,1
1980s,musica gaucha,1
1980s,musica indigena mexicana,1
1980s,musica istmena,1
1980s,musica per bambini,1
1980s,musica pernambucana,1
1980s,musica valenciana,1
1980s,musical advocacy,1
1980s,musikkorps,1
1980s,musique ancienne,1
1980s,native american contemporary,1
1980s,neue deutsche harte,1
1980s,new rave,1
1980s,norges stemme,1
1980s,norteno-sax,1
1980s,norwegian americana,1
1980s,norwegian prog,1
1980s,nuevo folklore mexicano,1
1980s,nyckelharpa,1
1980s,nz christian,1
1980s,nz reggae,1
1980s,old school uk hip hop,1
1980s,organic ambient,1
1980s,orgcore,1
1980s,oxford choir,1
1980s,pasodobles,1
1980s,pop teen brasileiro,1
1980s,pops orchestra,1
1980s,power thrash,1
1980s,power-pop punk,1
1980s,progressive trance house,1
1980s,proto-rap,1
1980s,psychedelic blues-rock,1
1980s,queer country,1
1980s,ragtime,1
1980s,rare groove,1
1980s,reading,1
1980s,recorder,1
1980s,reggae en espanol,1
1980s,reggae maghreb,1
1980s,relaxative,1
1980s,retro metal,1
1980s,russian romance,1
1980s,samba paulista,1
1980s,second line,1
1980s,shanty,1
1980s,shehnai,1
1980s,son jarocho,1
1980s,sound art,1
1980s,south african trap,1
1980s,southern gospel,1
1980s,space ambient,1
1980s,spanish baroque,1
1980s,spanish electropop,1
1980s,spanish experimental,1
1980s,spanish indie pop,1
1980s,steel guitar,1
1980s,street band,1
1980s,swedish electronic,1
1980s,swedish garage rock,1
1980s,swedish rockabilly,1
1980s,swedish synth,1
1980s,synthetic classical,1
1980s,taiwan classical performance,1
1980s,tar,1
1980s,tech house,1
1980s,technical death metal,1
1980s,thai metal,1
1980s,throat singing,1
1980s,traditional bluegrass,1
1980s,trance,1
1980s,tribal house,1
1980s,trikiti,1
1980s,trio cubano,1
1980s,trot,1
1980s,tuna estudiantil,1
1980s,turkish classical,1
1980s,tzadik,1
1980s,uzbek pop,1
1980s,villancicos,1
1980s,vintage classical singing,1
1980s,vintage hollywood,1
1980s,vintage italian pop,1
1980s,vlaamse kinderliedje,1
1980s,wassoulou,1
1980s,wind symphony,1
1980s,women's choir,1
1980s,workout product,1
1990s,rock,4549
1990s,c-pop,2752
1990s,latin,2561
1990s,rock en espanol,2514
1990s,alternative rock,2293
1990s,filmi,2266
1990s,ranchera,2178
1990s,latin pop,2133
1990s,pop rock,2123
1990s,classic mandopop,2087
1990s,hoerspiel,2087
1990s,regional mexican,1920
1990s,hip hop,1915
1990s,permanent wave,1858
1990s,latin rock,1852
1990s,latin alternative,1847
1990s,soft rock,1808
1990s,europop,1673
1990s,dance pop,1658
1990s,hard rock,1653
1990s,mellow gold,1623
1990s,tropical,1553
1990s,classic rock,1517
1990s,classic israeli pop,1507
1990s,rap,1498
1990s,urban contemporary,1465
1990s,sufi,1458
1990s,argentine rock,1433
1990s,alternative metal,1408
1990s,mandopop,1396
1990s,classic cantopop,1395
1990s,album rock,1369
1990s,turkish folk,1365
1990s,new wave pop,1354
1990s,mpb,1343
1990s,cantopop,1319
1990s,desi pop,1295
1990s,gangster rap,1292
1990s,italian adult pop,1278
1990s,israeli rock,1225
1990s,adult standards,1216
1990s,classic bollywood,1207
1990s,quiet storm,1206
1990s,turkish pop,1194
1990s,r&b,1167
1990s,classic icelandic pop,1068
1990s,country rock,1060
1990s,arabesk,1044
1990s,modern bollywood,1037
1990s,metal,1036
1990s,hardcore hip hop,1031
1990s,chanson,1030
1990s,classic swedish pop,1020
1990s,new jack swing,1007
1990s,classic italian pop,983
1990s,classic thai pop,981
1990s,turkish jazz,971
1990s,rock nacional,969
1990s,nu metal,943
1990s,soul,938
1990s,neo soul,931
1990s,corrido,893
1990s,spanish pop,893
1990s,russian rock,886
1990s,art rock,858
1990s,east coast hip hop,858
1990s,cantautor,844
1990s,suomi rock,842
1990s,grupera,840
1990s,icelandic pop,838
1990s,j-pop,820
1990s,kleine hoerspiel,818
1990s,french pop,816
1990s,nueva cancion,801
1990s,classical,796
1990s,pagode,793
1990s,funk,792
1990s,norteno,792
1990s,hip pop,790
1990s,country,782
1990s,new wave,779
1990s,brazilian rock,765
1990s,britpop,749
1990s,eurodance,736
1990s,mexican pop,731
1990s,classic hungarian pop,724
1990s,sertanejo,715
1990s,classic j-pop,709
1990s,czech rock,692
1990s,laiko,686
1990s,bossa nova,666
1990s,bubblegum dance,659
1990s,j-rock,659
1990s,sertanejo universitario,659
1990s,pop,650
1990s,folk,648
1990s,samba,644
1990s,folk rock,639
1990s,hip house,639
1990s,pop rap,639
1990s,new romantic,632
1990s,classic russian rock,624
1990s,classic danish pop,623
1990s,classic finnish rock,621
1990s,motown,621
1990s,rock kapak,621
1990s,grunge,615
1990s,salsa,610
1990s,mariachi,598
1990s,axe,594
1990s,classic norwegian pop,594
1990s,greek pop,586
1990s,iskelma,585
1990s,lilith,584
1990s,swedish pop,579
1990s,electronica,575
1990s,punk,566
1990s,french rock,560
1990s,dutch rock,558
1990s,gruperas inmortales,558
1990s,blues rock,548
1990s,danspunk,547
1990s,icelandic rock,544
1990s,classic malaysian pop,536
1990s,bolero,530
1990s,vocal jazz,529
1990s,rap rock,528
1990s,singer-songwriter,525
1990s,czech folk,519
1990s,slovak pop,512
1990s,cumbia uruguaya,507
1990s,banda,502
1990s,hungarian rock,497
1990s,tamil pop,494
1990s,disco,493
1990s,classical performance,492
1990s,rock nacional brasileiro,491
1990s,norwegian rock,489
1990s,west coast rap,486
1990s,lounge,479
1990s,vintage chinese pop,475
1990s,australian rock,473
1990s,latin arena pop,470
1990s,modern rock,459
1990s,ghazal,456
1990s,dutch pop,442
1990s,deep turkish pop,436
1990s,latin christian,436
1990s,nederpop,434
1990s,classic indo pop,427
1990s,soundtrack,426
1990s,funk metal,425
1990s,malaysian pop,423
1990s,dansband,418
1990s,danish pop,417
1990s,finnish pop,417
1990s,roots rock,415
1990s,magyar alternative,414
1990s,synthpop,414
1990s,german rock,411
1990s,classic hungarian rock,408
1990s,indie rock,408
1990s,classic finnish pop,405
1990s,dance rock,405
1990s,turkish rock,405
1990s,ska argentino,404
1990s,brill building pop,403
1990s,rumba,401
1990s,southern hip hop,395
1990s,german pop,389
1990s,dansktop,387
1990s,conscious hip hop,386
1990s,melancholia,384
1990s,post-grunge,381
1990s,boy band,378
1990s,glam metal,378
1990s,trip hop,378
1990s,alternative hip hop,374
1990s,anadolu rock,372
1990s,old school thrash,364
1990s,trova,364
1990s,chinese indie,359
1990s,country road,359
1990s,danseband,359
1990s,j-poprock,359
1990s,vallenato,356
1990s,cancion melodica,351
1990s,folklore argentino,351
1990s,g funk,347
1990s,classic russian pop,342
1990s,madchester,342
1990s,big beat,341
1990s,mexican rock,341
1990s,classic czech pop,339
1990s,new age,337
1990s,sertanejo pop,337
1990s,celtic,336
1990s,glam rock,336
1990s,russian punk,334
1990s,classic iskelma,332
1990s,dominican pop,332
1990s,dangdut,330
1990s,latin worship,329
1990s,swedish alternative rock,329
1990s,taiwan singer-songwriter,329
1990s,canadian pop,328
1990s,folklore boliviano,326
1990s,musica andina,324
1990s,post-punk argentina,324
1990s,dream pop,313
1990s,french reggae,313
1990s,norwegian pop,312
1990s,merengue,311
1990s,classic schlager,308
1990s,classic uk pop,306
1990s,sertanejo tradicional,306
1990s,easy listening,305
1990s,pop romantico,305
1990s,world,302
1990s,smooth jazz,300
1990s,thrash metal,299
1990s,velha guarda,298
1990s,anime score,297
1990s,canzone d'autore,296
1990s,chutney,294
1990s,classic belgian pop,293
1990s,funk rock,293
1990s,sophisti-pop,292
1990s,danish pop rock,291
1990s,australian alternative rock,290
1990s,skate punk,290
1990s,taiwan pop,290
1990s,contemporary country,288
1990s,heartland rock,287
1990s,spanish new wave,287
1990s,worship,287
1990s,barnalog,286
1990s,jazz,286
1990s,neo mellow,284
1990s,opm,284
1990s,latvian pop,283
1990s,indonesian pop,280
1990s,orchestra,278
1990s,rock uruguayo,277
1990s,world worship,276
1990s,industrial metal,270
1990s,turkish psych,270
1990s,japanese singer-songwriter,265
1990s,tejano,264
1990s,israeli singer-songwriter,263
1990s,slovak rock,263
1990s,canto popular uruguayo,262
1990s,greek indie,262
1990s,jazz funk,260
1990s,cool jazz,259
1990s,reggae fusion,258
1990s,rock-and-roll,258
1990s,art pop,257
1990s,classic soul,255
1990s,cumbia,255
1990s,entehno,255
1990s,industrial rock,255
1990s,mizrahi,255
1990s,schlager,255
1990s,cumbia sonidera,254
1990s,orchestral performance,251
1990s,thai rock,250
1990s,nova mpb,247
1990s,folk rock italiano,246
1990s,tecnobanda,246
1990s,afropop,245
1990s,bhajan,240
1990s,latin jazz,240
1990s,rap metal,238
1990s,finnish dance pop,234
1990s,spanish punk,234
1990s,downtempo,233
1990s,movie tunes,232
1990s,australian pop,230
1990s,classic greek rock,229
1990s,country dawn,229
1990s,finnish metal,229
1990s,austropop,227
1990s,irish folk,227
1990s,malaysian indie,226
1990s,nuevo regional mexicano,224
1990s,reggae,223
1990s,cumbia villera,222
1990s,power metal,220
1990s,jazz fusion,219
1990s,roots reggae,219
1990s,italian alternative,218
1990s,post-disco,218
1990s,pop flamenco,217
1990s,classical era,216
1990s,thai pop,216
1990s,bubblegum pop,214
1990s,classic opm,209
1990s,hungarian folk,209
1990s,old school hip hop,209
1990s,afro soul,208
1990s,puerto rican pop,208
1990s,russian pop,207
1990s,south african jazz,207
1990s,francoton,206
1990s,lovers rock,205
1990s,swing,205
1990s,queens hip hop,204
1990s,industrial,202
1990s,neo classical metal,202
1990s,salsa puertorriquena,202
1990s,celtic rock,200
1990s,portuguese rock,199
1990s,chinderlieder,198
1990s,classic j-rock,198
1990s,cumbia chilena,198
1990s,diva house,198
1990s,canadian rock,197
1990s,disney horspiele,197
1990s,progressive rock,197
1990s,turntablism,195
1990s,ska,194
1990s,beatlesque,193
1990s,bachata dominicana,191
1990s,latin hip hop,191
1990s,electric blues,190
